INFO,Title,Nasopharyngeal Carcinoma (NPC) Data Dictionary,,,,,,,,,
INFO,Name,npc_v1.0,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Consortium Info,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,N2,Bilateral metastasis in lymph node(s) measuring ≤ 6 cm in greatest dimension above the supraclavicular fossa,,,,"Bilateral LN ≤ 6 cm, above caudal border of cricoid cartilage."
PD,,,,,,N3,Not further subclassifiable: metastasis in a lymph node(s),,,,Metastasis in a lymph node(s) > 6cm and/or below caudal border of cricoid cartilage (regardless of laterality).
PD,,,,,,N3a,>6 cm in greatest dimension,,,,
PD,,,,,,N3b,Extension to the supraclavicular fossa,,,,
VD,TNM_METASTASIS_M,Enum,Optional,,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,M0,A distant metastasis TNM finding indicating that there is no evidence of distant metastasis.,ncit:C48699,,,
PD,,,,,,M1,A clinical and/or pathologic distant metastasis TNM finding indicating the spread of cancer to distant anatomic sites.,ncit:C48700,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Disease Attributes,,,,,,,,,,
TD,Diagnosis,,Priority,,,,,,,,
TG,One row per subject per diagnosis,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,Mandatory,"The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_DIAG_ASSESSMENT,Integer,Mandatory,The age (in days) of the subject at the time of this diagnostic assessment.,ncit:C175004,_undefined_,_undefined_,_undefined_,"ConditionalStatement: Mandatory if ""AGE_AT_ENROLLMENT"" is null.",,
VD,TIME_PERIOD_SUBMITTER_ID,String,Optional,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,DIAGNOSIS,Enum,Mandatory,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",ncit:C15220,_undefined_,_undefined_,_undefined_,,,ICD-O Coding
PD,,,,,,"Squamous Cell Carcinoma, NOS",,icdo:8070/3,,,8070/3 Nasopharyngeal carcinoma
PD,,,,,,"Squamous Cell Carcinoma, Keratinizing, NOS",,icdo:8071/3,,,"8071/3 Squamous cell carcinoma, keratinizing, NOS (WHO Type I)"
PD,,,,,,"Squamous Cell Carcinoma, Large Cell, Nonkeratinizing, NOS",,icdo:8072/3,,,"8072/3 Squamous cell carcinoma, non-keratinizing, NOS (would include Types II and III)"
PD,,,,,,Basaloid Squamous Cell Carcinoma,,icdo:8083/3,,,8083/3 Basaloid squamous cell carcinoma (doesn't have a WHO type number)
VD,REVIEW_SOURCE,Enum,Optional,The type of assessment that was used to review.,ncit:C185324,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Institutional,Local institutional review process at treating institution.,ncit:C185325,,,
PD,,,,,,Central,Conducts reviews on behalf of all study sites that agree to participate in the centralized review process with imaging experts.,ncit:C185326,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,DIAGNOSIS_BASIS,Enum,Optional,The type of diagnosis used for determining the medical condition.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Histological,Pertaining to the combined microscopic physical features of cells and their surrounding extracellular environment in tissues.,ncit:C25526,,,
VD,HISTOLOGIC_FEATURES,Enum,Optional,The observable characteristics and attributes of tissue samples examined under a microscope.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,With Lymphoid Infiltration,,,,,ICD-11 coding
PD,,,,,,Without Lymphoid Infiltration,,,,,"2B6B.0 & XH6705 Squamous cell carcinoma of nasopharynx & Squamous cell carcinoma, keratinizing, NOS"
,,,,,,,,,,,"2B6B.0 & XH4CR9 Squamous cell carcinoma of nasopharynx & Squamous cell carcinoma, non-keratinizing, NOS"
,,,,,,,,,,,2B6B.0 & XH3GS1 Squamous cell carcinoma of nasopharynx & Basaloid squamous cell carcinoma
DD,Disease Attributes,,,,,,,,,,
TD,Disease Characteristics,,Optional,,,,,,,,
TG,One row per subject per observation,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,Mandatory,"The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_DISEASE_CHARACTERISTIC,Integer,Mandatory,The age (in days) of the subject at the start of disease assessment.,,_undefined_,_undefined_,_undefined_,,,
VD,TIME_PERIOD_SUBMITTER_ID,String,Optional,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,PERFORMANCE_SCORE,Enum,Optional,"A standard way of measuring the ability of cancer patients to perform ordinary tasks. Scores range from 0 to 100. A higher score means the patient is better able to carry out daily activities. May be used to determine a patient's prognosis, to measure changes in a patient’s ability to function, or to decide if a patient could be included in a clinical trial. (Source: NCI Dictionary of Cancer Terms)",,_undefined_,_undefined_,_undefined_,,,"Turkey, Istanbul might not have performance scores"
PD,,,,,,"Karnofsky, 100","Normal, no complaints, no evidence of disease.",ncit:C105707,,,
PD,,,,,,"Karnofsky, 90","Able to carry on normal activity, minor signs or symptoms of disease.",ncit:C105709,,,
PD,,,,,,"Karnofsky, 80","Normal activity with effort, some signs or symptoms of disease.",ncit:C105710,,,
PD,,,,,,"Karnofsky, 70","Cares for self, unable to carry on normal activity or able to do active work.",ncit:C105711,,,
PD,,,,,,"Karnofsky, 60","Requires occaisional assistance, but is able to care for most of his needs.",ncit:C105712,,,
PD,,,,,,"Karnofsky, 50",Requires considerable assistance and frequent medical care.,ncit:C105713,,,
PD,,,,,,"Karnofsky, 40","Disabled, requires special care and assistance.",ncit:C105714,,,
PD,,,,,,"Karnofsky, 30","Severely disabled, hospitalization is indicated although death is not imminent.",ncit:C105715,,,
PD,,,,,,"Karnofsky, 20","Hospitalization necessary, very sick, active supportive treatment necessary.",ncit:C105716,,,
PD,,,,,,"Karnofsky, 10","Moribund, fatal processes progressing rapidly.",ncit:C105718,,,
PD,,,,,,"Karnofsky, 0",Dead.,ncit:C105720,,,
PD,,,,,,"Lansky, 100","Fully active, normal.",ncit:C69426,,,
PD,,,,,,"Lansky, 90",Minor restrictions with strenuous physical activity.,ncit:C69425,,,
PD,,,,,,"Lansky, 80","Active, but gets tired more quickly.",ncit:C69424,,,
PD,,,,,,"Lansky, 70","Both greater restriction of, and less time spent in, active play.",ncit:C69423,,,
PD,,,,,,"Lansky, 60","Up and around, but minimal active play; keeps busy with quieter activities.",ncit:C69422,,,
PD,,,,,,"Lansky, 50","Lying around much of the day, but gets dressed; no active play; participates in all quiet play and activities.",ncit:C69421,,,
PD,,,,,,"Lansky, 40",Mostly in bed; participates in quiet activities.,ncit:C70542,,,
PD,,,,,,"Lansky, 30",Stuck in bed; needs help even for quiet play.,ncit:C70541,,,
PD,,,,,,"Lansky, 20",Often sleeping; play is entirely limited to very passive activities.,ncit:C70540,,,
PD,,,,,,"Lansky, 10",Does not play nor get out of bed.,ncit:C70539,,,
PD,,,,,,"Lansky, 0",Unresponsive.,ncit:C70538,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,SYMPTOMS,Enum,Optional,"Was the subject experiencing any physical or mental problems such as headache, fatigue, nausea, or pain? A physical or mental problem that a person experiences that may indicate a disease or condition. Symptoms cannot be seen and do not show up on medical tests.",ncit:C25269,_undefined_,_undefined_,_undefined_,,,"MW: ISPHO - which additional ""presenting symptoms"" should be listed?"
PD,,,,,,Fever,,,,,COG- won't have symptoms here
PD,,,,,,Night Sweats,,,,,
PD,,,,,,Weight Loss,,,,,
PD,,,,,,Headache,,,,,
PD,,,,,,Bleeding,,,,,
PD,,,,,,Hearing Loss,,,,,
PD,,,,,,Adenopathy,,,,,
PD,,,,,,Nasal Congestion,,,,,
VD,CRANIAL_NERVE_INVOLVEMENT,Enum,Optional,,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Yes,The affirmative response to a question.,ncit:C49488,,,
PD,,,,,,No,The non-affirmative response to a question.,ncit:C49487,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Treatment,,,,,,,,,,
TD,Medication,,Priority,,,,,,,,
TG,One row per subject per medication administered,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,Mandatory,"The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_MEDICATION_START,Integer,Mandatory,The age (in days) of the subject at the start of this medication treatment.,ncit:C172698,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_MEDICATION_END,Integer,Optional,The age (in days) of the subject at the end of this medication treatment.,ncit:C172686,_undefined_,_undefined_,_undefined_,,,
VD,TIME_PERIOD_SUBMITTER_ID,String,Optional,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,MEDICATION,Enum,Mandatory,"A dosage form that contains one or more active and/or inactive ingredients. Medications come in many dosage forms, including tablets, capsules, liquids, creams, and patches. They can also be given in different ways, such as by mouth, by infusion into a vein, or by drops that are put into the ear or eye. The form with the active ingredient is used to prevent, diagnose, treat, or relieve symptoms of a disease or abnormal condition. A medication that does not contain an active ingredient and is used in research studies is called a placebo. Also called drug product.",ncit:C459,_undefined_,_undefined_,_undefined_,"ConditionalStatement: If ""ADMINISTRATION_STATUS"" = ""Medication Administered"".",,
PD,,,,,,Amifostine,"The trihydrate form of a phosphorylated aminosulfhydryl compound. After dephosphorylation of amifostine by alkaline phosphatase to an active free sulfhydryl (thiol) metabolite, the thiol metabolite binds to and detoxifies cytotoxic platinum-containing metabolites of cisplatin and scavenges free radicals induced by cisplatin and ionizing radiation. The elevated activity of this agent in normal tissues results from both the relative abundance of alkaline phosphatase in normal tissues and the greater vascularity of normal tissues compared to tumor tissues.",ncit:C488,,,
PD,,,,,,Bleomycin,"A mixture of glycopeptide antineoplastic antibiotics isolated from the bacterium Streptomyces verticillus. Bleomycin forms complexes with iron that reduce molecular oxygen to superoxide and hydroxyl radicals which cause single- and double-stranded breaks in DNA; these reactive oxygen species also induce lipid peroxidation, carbohydrate oxidation, and alterations in prostaglandin synthesis and degradation.",ncit:C313,,,
PD,,,,,,Carboplatin,"A second-generation platinum compound with a broad spectrum of antineoplastic properties. Carboplatin contains a platinum atom complexed with two ammonia groups and a cyclobutane-dicarboxyl residue. This agent is activated intracellularly to form reactive platinum complexes that bind to nucleophilic groups such as GC-rich sites in DNA, thereby inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These carboplatin-induced DNA and protein effects result in apoptosis and cell growth inhibition. This agent possesses tumoricidal activity similar to that of its parent compound, cisplatin, but is more stable and less toxic. (NCI04)",ncit:C1282,,,
PD,,,,,,Cisplatin,"An alkylating-like inorganic platinum agent (cis-diamminedichloroplatinum) with antineoplastic activity. Cisplatin forms highly reactive, charged, platinum complexes which bind to nucleophilic groups such as GC-rich sites in DNA inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These cross-links result in apoptosis and cell growth inhibition.",ncit:C376,,,
PD,,,,,,Docetaxel,"A semi-synthetic, second-generation taxane derived from a compound found in the European yew tree, Taxus baccata. Docetaxel displays potent and broad antineoplastic properties; it binds to and stabilizes tubulin, thereby inhibiting microtubule disassembly which results in cell- cycle arrest at the G2/M phase and cell death. This agent also inhibits pro-angiogenic factors such as vascular endothelial growth factor (VEGF) and displays immunomodulatory and pro-inflammatory properties by inducing various mediators of the inflammatory response. Docetaxel has been studied for use as a radiation-sensitizing agent. (NCI04)",ncit:C1526,,,
PD,,,,,,Doxorubicin,"An anthracycline antibiotic with antineoplastic activity. Doxorubicin, isolated from the bacterium Streptomyces peucetius var. caesius, is the hydroxylated congener of daunorubicin. Doxorubicin intercalates between base pairs in the DNA helix, thereby preventing DNA replication and ultimately inhibiting protein synthesis. Additionally, doxorubicin inhibits topoisomerase II which results in an increased and stabilized cleavable enzyme-DNA linked complex during DNA replication and subsequently prevents the ligation of the nucleotide strand after double-strand breakage. Doxorubicin also forms oxygen free radicals resulting in cytotoxicity secondary to lipid peroxidation of cell membrane lipids; the formation of oxygen free radicals also contributes to the toxicity of the anthracycline antibiotics, namely the cardiac and cutaneous vascular effects.",ncit:C456,,,
PD,,,,,,Fluorouracil (5FU),"An antimetabolite fluoropyrimidine analog of the nucleoside pyrimidine with antineoplastic activity. Fluorouracil and its metabolites possess a number of different mechanisms of action. In vivo, fluoruracil is converted to the active metabolite 5-fluoroxyuridine monophosphate (F-UMP); replacing uracil, F-UMP incorporates into RNA and inhibits RNA processing, thereby inhibiting cell growth. Another active metabolite, 5-5-fluoro-2'-deoxyuridine-5'-O-monophosphate (F-dUMP), inhibits thymidylate synthase, resulting in the depletion of thymidine triphosphate (TTP), one of the four nucleotide triphosphates used in the in vivo synthesis of DNA. Other fluorouracil metabolites incorporate into both RNA and DNA; incorporation into RNA results in major effects on both RNA processing and functions.",ncit:C505,,,
PD,,,,,,Gemcitabine,"A broad-spectrum antimetabolite and deoxycytidine analogue with antineoplastic activity. Upon administration, gemcitabine is converted into the active metabolites difluorodeoxycytidine diphosphate (dFdCDP) and difluorodeoxycytidine triphosphate (dFdCTP) by deoxycytidine kinase. dFdCTP competes with deoxycytidine triphosphate (dCTP) and is incorporated into DNA. This locks DNA polymerase thereby resulting in ""masked termination"" during DNA replication. On the other hand, dFdCDP inhibits ribonucleotide reductase, thereby decreasing the deoxynucleotide pool available for DNA synthesis. The reduction in the intracellular concentration of dCTP potentiates the incorporation of dFdCTP into DNA.",ncit:C66876,,,
PD,,,,,,Interferon,"Human interferons have been classified into 3 groups: alpha, beta, and gamma. Both alpha- and beta-IFNs, previously designated type I, are acid-stable, but they differ immunologically and in regard to some biologic and physiochemical properties. The IFNs produced by virus-stimulated leukocytes (leukocyte IFNs) are predominantly of the alpha type. Those produced by lymphoblastoid cells are about 90% alpha and 10% beta. Induced fibroblasts produce mainly or exclusively the beta type. The alpha- and beta-IFNs differ widely in amino acid sequence. The gamma or immune IFNs, which are produced by T lymphocytes in response to mitogens or to antigens to which they are sensitized, are acid-labile and serologically distinct from alpha- and beta-IFNs. (from OMIM 147570)",ncit:C20493,,,
PD,,,,,,Ipilimumab,"A recombinant human immunoglobulin (Ig) G1 monoclonal antibody directed against the human T-cell receptor cytotoxic T-lymphocyte-associated antigen 4 (CTLA4), with immune checkpoint inhibitory and antineoplastic activities. Ipilimumab binds to CTLA4 expressed on T-cells and inhibits the CTLA4-mediated downregulation of T-cell activation. This leads to a cytotoxic T-lymphocyte (CTL)-mediated immune response against cancer cells. CTLA4, an inhibitory receptor and member of the immunoglobulin superfamily, plays a key role in the downregulation of the immune system.",ncit:C2654,,,
PD,,,,,,Methotrexate,"An antimetabolite and antifolate agent with antineoplastic and immunosuppressant activities. Methotrexate binds to and inhibits the enzyme dihydrofolate reductase, resulting in inhibition of purine nucleotide and thymidylate synthesis and, subsequently, inhibition of DNA and RNA syntheses. Methotrexate also exhibits potent immunosuppressant activity although the mechanism(s) of actions is unclear.",ncit:C642,,,
PD,,,,,,Nivolumab,"A fully human immunoglobulin (Ig) G4 monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed death-1 (PD-1, PCD-1) with immune checkpoint inhibitory and antineoplastic activities. Upon administration, nivolumab binds to and blocks the activation of PD-1, an immunoglobulin superfamily (IgSF) transmembrane protein, by its ligands programmed cell death ligand 1 (PD-L1), which is overexpressed on certain cancer cells, and programmed cell death ligand 2 (PD-L2), which is primarily expressed on antigen-presenting cells (APCs). This results in the activation of T-cells and cell-mediated immune responses against tumor cells. Activated PD-1 negatively regulates T-cell activation and plays a key role in tumor evasion from host immunity.",ncit:C68814,,,
PD,,,,,,Paclitaxel,"A compound extracted from the Pacific yew tree Taxus brevifolia with antineoplastic activity. Paclitaxel binds to tubulin and inhibits the disassembly of microtubules, thereby resulting in the inhibition of cell division. This agent also induces apoptosis by binding to and blocking the function of the apoptosis inhibitor protein Bcl-2 (B-cell Leukemia 2). (NCI04)",ncit:C1411,,,
PD,,,,,,Pembrolizumab,"A humanized monoclonal immunoglobulin (Ig) G4 antibody directed against human cell surface receptor PD-1 (programmed death-1 or programmed cell death-1) with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, pembrolizumab binds to PD-1, an inhibitory signaling receptor expressed on the surface of activated T cells, and blocks the binding to and activation of PD-1 by its ligands, which results in the activation of T-cell-mediated immune responses against tumor cells. The ligands for PD-1 include programmed cell death ligand 1 (PD-L1), overexpressed on certain cancer cells, and programmed cell death ligand 2 (PD-L2), which is primarily expressed on APCs. Activated PD-1 negatively regulates T-cell activation and plays a key role in in tumor evasion from host immunity.",ncit:C106432,,,
PD,,,,,,Sodium Thiosulfate,"A water soluble salt and reducing agent that reacts with oxidizing agents. Although its exact mechanism of action is unknown, thiosulfate likely provides an exogenous source of sulfur, thereby hastening the detoxification of cyanide through the enzyme rhodanese (thiosulfate cyanide sulfurtransferase) which converts cyanide to the relatively nontoxic, excretable thiocyanate ion. In addition, this agent neutralizes the reactive alkylating species of nitrogen mustard, thereby decreasing skin toxicity related to nitrogen mustard extravasation. (NCI04)",ncit:C1230,,,
PD,,,,,,Tetrathiomolybdate (TM),"An orally bioavailable metal copper (Cu) chelator, with potential antiangiogenic, anti-metastatic and antitumor activities. Upon oral administration, tetrathiomolybdate (TM) targets and binds to copper and food protein in the gastrointestinal (GI) tract, thereby forming stable complexes and preventing copper uptake and reabsorption. Additionally, absorbed free TM targets and binds to copper and serum albumin in the bloodstream. This depletes systemic copper reserves and deprives the tumor microenvironment (TME) from copper. Chelation of copper by TM downregulates the expression of angiogenic factors of which copper is a cofactor, such as vascular endothelial growth factor (VEGF) and basic fibroblast growth factor (bFGF), and prevents the production of nuclear factor-kappa B (NF-kB). Copper deprivation also inhibits the activity and levels of copper-dependent angiogenic enzymes, such as vascular endothelial growth factor receptor (VEGFR). This modulates the activity of VEGFR-positive endothelial progenitor cells (EPCs) that are necessary for metastasis. EPC deficiency results in the inhibition of angiogenesis and prevents metastasis. TM also inhibits the activities of other copper-containing metalloenzymes, including superoxide dismutase 1 (SOD1) in endothelial cells, cytochrome C oxidase, vascular adhesion protein-1 (VAP-1), antioxidant 1 copper chaperone (ATOX-1) and matrix metalloproteinase 9 (MMP-9). Inhibition of these enzymes interferes with the activation of several signal transduction pathways required for cellular proliferation and angiogenesis. TM also inhibits the activity and levels of lysyl oxidase-like 2 (LOXL2; lysyl oxidase homolog 2), a copper dependent amine oxidase that is critical for modeling the pre-metastatic niche and promotes metastasis, tumor cell migration and invasiveness. In addition, copper depletion also attenuates the activation of host cells within the tumor microenvironment including cancer-associated fibroblasts (CAFs), modulates tumor associated macrophages (TAMs) and promotes cytotoxic T-lymphocyte (CTL)-mediated anti-tumor immune responses.",ncit:C160684,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,ADMINISTRATION_STATUS,Enum,Mandatory,The status of the medication administration.,ncit:C173297,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Medication Administered,An indication that medication was administered.,ncit:C173298,,,
PD,,,,,,Medication Not Administered,An indication that medication was not administered.,ncit:C173299,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,PROTOCOL_MEDICATION,Enum,Optional,Was this medication part of the treatment protocol?,ncit:C175038,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Yes,The affirmative response to a question.,ncit:C49488,,,
PD,,,,,,No,The non-affirmative response to a question.,ncit:C49487,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,NUMBER_DOSES,Decimal,Optional,Number of times a dose of the medication was administered between the AGE_AT_MEDICATION_START and AGE_AT_MEDICATION_END values.,ncit:C173293,_undefined_,_undefined_,_undefined_,D4CGNote: Number of doses of chemotherapy agent administered over the indicated start and end time points | D4CGNote: Only fill in this variable if this information is available.,,
VD,TOTAL_DOSE_ADMINISTERED,Decimal,Optional,"Total amount of medication administered between the AGE_AT_MEDICATION_START and AGE_AT_MEDICATION values. Assuming all doses administered are the same amount of medication, this value should be equal to the amount of medication given at each dose multiplied by the number of doses.",ncit:C94394,_undefined_,_undefined_,_undefined_,D4CGNote: Total dose of the chemotherapy agent administered to the subject over the indicated start and end time points. | D4CGNote: Only fill in this variable if this information is available.,,
VD,TOTAL_DOSE_INTENDED,Decimal,Optional,"This is the total amount of medication that was intended to be administered either by trial protocol, by prescription, or other indicator at the time point of AGE_AT_MEDICATION_START. Often, this will be equal to TOTAL_DOSE_ADMINISTERED. If TOTAL_DOSE_ADMINISTERED and TOTAL_DOSE_INTENDED are different, this indicates a deviation from the protocol or plan and may be due to a variety of factors including patient intolerance, patient non-adherence, etc.",ncit:C173294,_undefined_,_undefined_,_undefined_,D4CGNote: Intention-to-treat total dose of the chemotherapy agent over the indicated start and end time points. | D4CGNote: Only fill in this variable if this information is available.,,
VD,TOTAL_DOSE_UNIT,Enum,Optional,The units of the total dose.,ncit:C17395,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'TOTAL_DOSE_ADMINISTERED' and 'TOTAL_DOSE_INTENDED' not null | D4CGNote: Unit for TOTAL_DOSE_ADMINISTERED and TOTAL_DOSE_INTENDED must be the same.,,
PD,,,,,,mg/m2,A metric unit of areal density equal to approximately 2.94935E-5 ounce per square yard. Also used as a dose calculation unit.,ncit:C67402,,,
PD,,,,,,mg/kilo,A unit of a mass fraction expressed as a number of milligrams of substance per kilogram of mixture. The unit is also used as a dose calculation unit.,ncit:C67401,,,
PD,,,,,,mg,A metric unit of mass equal to one thousandth of a gram or 1000 micrograms. One milligram equals approximately 0.015 432 grain or 35.274 x 10E-6 ounce.,ncit:C67402,,,
PD,,,,,,IU,"The unitage assigned by the WHO to International Biological Standards - substances, classed as biological according to the criteria provided by WHO Expert Committee on Biological Standardization (e.g. hormones, enzymes, and vaccines), to enable the results of biological and immunological assay procedures to be expressed in the same way throughout the world. The definition of an international unit is generally arbitrary and technical, and has to be officially approved by the International Conference for Unification of Formulae.",ncit:C48579,,,
PD,,,,,,IU/m2,A dose calculation unit expressed as a number of arbitrary units of biological activity (International Units) of substance per square meter of body surface area.,ncit:C67378,,,
VD,CYCLE_NUMBER,Integer,Optional,The number of the individual chemotherapeutic cycle.,ncit:C166208,_undefined_,_undefined_,_undefined_,,,Integer?
VD,CYCLES_PLANNED,Integer,Optional,,,_undefined_,_undefined_,_undefined_,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Treatment,,,,,,,,,,
TD,Radiation Therapy,,Priority,,,,,,,,
TG,One row per subject per radiation therapy administration,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,Mandatory,"The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_RT_START,Integer,Mandatory,The age (in days) of the subject at the start of this radiation treatment.,ncit:C172695,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_RT_END,Integer,Optional,The age (in days) of the subject at the end of this radiation treatment.,ncit:C172696,_undefined_,_undefined_,_undefined_,,,
VD,TIME_PERIOD_SUBMITTER_ID,String,Optional,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,SITE,Enum,Mandatory,The anatomic site of the radiation therapy.,ncit:C173281,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Nasopharynx,"The part of the pharynx in the back of the throat, at and above the soft palate. The nasopharynx is continuous with the nasal passages.",ncit:C12423,"D4CGNote: CLASSIFICATION = ""Primary""",,
PD,,,,,,Level I Nodes,,,"D4CGNote: CLASSIFICATION = ""Regional""",,
PD,,,,,,Level II Nodes,,,"D4CGNote: CLASSIFICATION = ""Regional""",,
PD,,,,,,Level III Nodes,,,"D4CGNote: CLASSIFICATION = ""Regional""",,
PD,,,,,,Level IV Nodes,,,"D4CGNote: CLASSIFICATION = ""Regional""",,
PD,,,,,,Level V Nodes,,,"D4CGNote: CLASSIFICATION = ""Regional""",,
PD,,,,,,Retropharyngeal Nodes,,,"D4CGNote: CLASSIFICATION = ""Regional""",,
PD,,,,,,"Regional Lymph Nodes, NOS",,,"D4CGNote: CLASSIFICATION = ""Regional""",,
PD,,,,,,Distant Lymph Nodes,An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning. It is protected by the bony cranium.,ncit:C12439,"D4CGNote: CLASSIFICATION = ""Metastatic""",,
PD,,,,,,Bone,The structural organ comprised of specialized connective tissue that forms the skeletal components of the body.,ncit:C12366,"D4CGNote: CLASSIFICATION = ""Metastatic""",,
PD,,,,,,Lung,"One of a pair of viscera occupying the pulmonary cavities of the thorax, the organs of respiration in which aeration of the blood takes place. As a rule, the right lung is slightly larger than the left and is divided into three lobes (an upper, a middle, and a lower or basal), while the left has two lobes (an upper and a lower or basal). Each lung is irregularly conical in shape, presenting a blunt upper extremity (the apex), a concave base following the curve of the diaphragm, an outer convex surface (costal surface), an inner or mediastinal surface (mediastinal surface), a thin and sharp anterior border, and a thick and rounded posterior border.",ncit:C12468,"D4CGNote: CLASSIFICATION = ""Metastatic""",,
