INFO,Title,Central Nervous System Tumors (CNS) Data Dictionary,,,,,,,,,
INFO,Name,cns_v1.2,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Data Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,D4CG Data Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Disease Consortium Information,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,"Posterior Fossa Ependymoma, Group PFA","A circumscribed ependymoma that arises in the posterior fossa with characteristic DNA methylation patterns, including CpG island hypermethylation, global DNA hypomethylation, reduction of nuclear H3 p.K28me3 (K27me3) expression, and EZHIP  overexpression. It usually occurs in children younger than five years. PFA ependymomas have a worst prognosis compared to PFB ependymomas.",ncit:C186450,"DIAGNOSIS_CATEGORY = ""Ependymoma""",New PD,
PD,,,,,,"Posterior Fossa Ependymoma, Group PFB","A circumscribed ependymoma that arises in the posterior fossa with characteristic DNA methylation patterns including retention of nuclear H3 p.K28me3 (K27me3) expression, absence of CpG island hypermethylation, absence of global DNA hypomethylation, and absence of EZHIP overexpression. Widespread cytogenetic abnormalities are present. Frequent chromosomal aberrations include loss of 22q, monosomy 6, and trisomy 18. It occurs in children older than five years and adults and has a relatively good prognosis.",ncit:C186451,"DIAGNOSIS_CATEGORY = ""Ependymoma""",New PD,
PD,,,,,,Spinal Ependymoma,An ependymoma that arises from the spinal cord. It is characterized by the absence of MYCN gene amplification and frequent loss of chromosome 22q and mutations of NF2.,ncit:C3875,"DIAGNOSIS_CATEGORY = ""Ependymoma""",New PD,
PD,,,,,,"Spinal Ependymoma, MYCN-Amplified","A rare, aggressive ependymoma that arises from the spinal cord. It displays microvascular proliferation, necrosis, and high mitotic rate. It is characterized by high-level MYCN amplification. Cytogenetic abnormalities include loss of chromosome 10 and focal losses on chromosome 11q. The prognosis is poor.",ncit:C186494,"DIAGNOSIS_CATEGORY = ""Ependymoma""",New PD,
PD,,,,,,Myxopapillary Ependymoma,"A slow growing, WHO grade I glioma which generally occurs in young adults.  It arises almost exclusively in the conus medullaris, cauda equina, and filum terminale of the spinal cord. It generally has a favorable prognosis and is characterized histologically by tumor cells arranged in a papillary manner around vascularized mucoid stromal cores. (Adapted from WHO).",ncit:C3697,"DIAGNOSIS_CATEGORY = ""Ependymoma""",New PD,
PD,,,,,,Subependymoma,"A benign, slow growing neoplasm which is typically attached to a ventricular wall. It is composed of glial tumor cell clusters embedded in an abundant fibrillary matrix with frequent microcystic change. Some lesions have the histological features of both subependymoma and ependymoma. It is often detected incidentally and has a very favorable prognosis. (Adapted from WHO.)",ncit:C3795,"DIAGNOSIS_CATEGORY = ""Ependymoma""",New PD,
PD,,,,,,CNS Germinoma,"A malignant germ cell tumor arising from the central nervous system.  It is composed of uniform cells resembling primitive germ cells.  These cells have large, vesicular nuclei, prominent nucleoli and a clear, glycogen-rich cytoplasm.  Additional features are lymphoid or lymphoplasmacytic infiltrates and, less frequently, scattered syncytiotrophoblastic giant cells.  (Adapted from WHO)",ncit:C7009,"DIAGNOSIS_CATEGORY = ""CNS Germ Cell Tumors""",New PD,
PD,,,,,,CNS Non-Germinomatous Germ Cell Tumor,"Germ cell tumors of the central nervous system other than germinoma. This category includes teratoma, choriocarcinoma, embryonal carcinoma, and yolk sac tumor.",ncit:C100093,"DIAGNOSIS_CATEGORY = ""CNS Germ Cell Tumors""",New PD,
PD,,,,,,Ganglioglioma,"A well differentiated, slow growing neuroepithelial neoplasm composed of neoplastic, mature ganglion cells and neoplastic glial cells. Some gangliogliomas show anaplastic features in their glial component and are considered to be WHO grade III. Rare cases of newly diagnosed gangliogliomas with grade IV (glioblastoma) changes in the glial component have also been reported. (Adapted from WHO)",ncit:C3788,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Diffuse Glioneuronal Tumor with Oligodendroglioma-Like Features and Nuclear Clusters,"A provisional tumor entity described in the supratentorial brain and characterized by a distinct DNA methylation profile and monosomy of chromosome 14. It is composed of small to medium-sized cells showing perinuclear oligodendroglioma-like haloes, scattered multinucleated cells, and nuclear clusters composed of large pleomorphic nuclei. Most cases have been reported in pediatric patients.",ncit:C185935,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Dysembryoplastic Neuroepithelial Tumor,"A glial-neuronal neoplasm located in the cortex. It occurs in children and young adults with a long-standing history of partial seizures. A histologic hallmark of this tumor is the 'specific glioneuronal element', characterized by columns, made up of bundles of axons, oriented perpendicularly to the cortical surface. (Adapted from WHO)",ncit:C9505,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Papillary Glioneuronal Tumor,"A WHO grade 1, indolent and relatively circumscribed brain tumor.  Morphologically it is characterized by the presence of astrocytes that line vascular and hyalinized pseudopapillae.  In between the pseudopapillae aggregates of neurocytes, large neurons, and ganglioid cells are present.",ncit:C92554,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Rosette-Forming Glioneuronal Tumor,A central nervous system neoplasm mostly occurring in the fourth ventricle region. It is characterized by the presence of neurocytes forming pseudorosettes and astrocytes which contain Rosenthal fibers. Cytologic atypia is minimal.,ncit:C129431,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Myxoid Glioneuronal Tumor,"A rare, low-grade glioneuronal neoplasm characterized by a dinucleotide mutation at codon 385 of the PDGFR gene. It usually occurs in the septum pellucidum. It has also been described in the corpus callosum and periventricular white matter of the lateral ventricle. It has histologic features reminiscent of either dysembryoplastic neuroepithelial tumor or rosette-forming glioneuronal tumor. It is composed of oligodendrocyte-like cells in a prominent myxoid stroma.",ncit:C179229,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Diffuse Leptomeningeal Glioneuronal Tumor,A relatively slow growing diffuse leptomeningeal neoplasm usually affecting children and adolescents. It is characterized by the presence of clear glial neoplastic cells reminiscent of oligodendroglioma. A neuronal component may be present. The prognosis is variable.,ncit:C129424,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Gangliocytoma,"A well differentiated, slow growing neuroepithelial neoplasm composed of neoplastic, mature ganglion cells.",ncit:C6934,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Multinodular and Vacuolated Neuronal Tumor,A low-grade tumor affecting the cerebral hemispheres. It is composed of cells with glial and/or neuronal differentiation forming multiple nodules with prominent vacuolation.,ncit:C129427,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Dysplastic Cerebellar Gangliocytoma,"A benign, WHO grade I cerebellar mass, which occurs in young adults and is composed of dysplastic ganglion cells.  It is the major CNS manifestation of Cowden disease, an autosomal dominant condition that causes a variety of hamartomas and neoplasms.",ncit:C8419,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Central Neurocytoma,An intraventricular neuronal neoplasm composed of uniform round cells with neuronal differentiation. It is typically located in the lateral ventricles in the region of the foramen of Monro. It generally affects young adults and has a favorable prognosis. (Adapted from WHO),ncit:C3791,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Extraventricular Neurocytoma,"A WHO grade 2 neoplasm that arises from the brain parenchyma. Morphologically it is characterized by the presence of neoplastic uniform, round cells with neuronal differentiation. Unlike central neurocytoma, it does not involve the lateral ventricles. It usually affects young adults and has a favorable prognosis.",ncit:C92555,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Cerebellar Liponeurocytoma,"A rare, WHO grade II cerebellar neoplasm which shows consistent neuronal, variable astrocytic and focal lipomatous differentiation. It occurs in adults, has a low proliferative potential and usually has a favorable prognosis. (Adapted from WHO)",ncit:C6905,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Glioneuronal and Neuronal Tumors,"A group of central nervous system neoplasms with a variable amount of neuronal and, less consistently, glial differentiation. They occur at a low frequency and usually carry a favorable prognosis.  Representative examples include dysplastic cerebellar gangliocytoma, desmoplastic infantile ganglioglioma, desmoplastic infantile astrocytoma, and dysembryoplastic neuroepithelial tumor. (Adapted from WHO)",ncit:C4747,"DIAGNOSIS_CATEGORY = ""Glioneuronal and Neuronal Tumors""",New PD,
PD,,,,,,Adamantinomatous Craniopharyngioma,"A craniopharyngioma consisting of broad strands, cords and bridges of a multistratified squamous epithelium with peripheral palisading of nuclei. Diagnostic features include nodules of compact 'wet' keratin and dystrophic calcification. (Adapted from WHO)",ncit:C4726,"DIAGNOSIS_CATEGORY = ""Craniopharyngioma""",New PD,
PD,,,,,,Papillary Craniopharyngioma,"A craniopharyngioma composed of sheets of squamous epithelium which separate to form pseudopapillae. This variant typically lacks nuclear palisading, wet keratin, calcification, and cholesterol deposits. Clinically, endocrine deficiencies are more often associated with papillary craniopharyngioma than with the adamantinomatous type. (Adapted from WHO)",ncit:C4725,"DIAGNOSIS_CATEGORY = ""Craniopharyngioma""",New PD,
PD,,,,,,Choroid Plexus Papilloma,"A benign, slow growing tumor which may cause symptoms by blocking cerebrospinal fluid pathways.  It is characterized by the presence of delicate fibrovascular connective tissue fronds covered by a single layer of epithelial cells.  Mitotic activity is extremely low.  Surgical resection is usually curative. (Adapted from WHO)",ncit:C3698,"DIAGNOSIS_CATEGORY = ""Choroid Plexus Tumors""",New PD,
PD,,,,,,Atypical Choroid Plexus Papilloma,A choroid plexus papilloma characterized by increased mitotic activity.,ncit:C53686,"DIAGNOSIS_CATEGORY = ""Choroid Plexus Tumors""",New PD,
PD,,,,,,Choroid Plexus Carcinoma,A malignant neoplasm arising from the choroid plexus.  It shows anaplastic features and usually invades neighboring brain structures. Cerebrospinal fluid metastases are frequent. (Adapted from WHO),ncit:C4715,"DIAGNOSIS_CATEGORY = ""Choroid Plexus Tumors""",New PD,
PD,,,,,,Meningioma,"A generally slow growing tumor attached to the dura mater. It is composed of neoplastic meningothelial (arachnoidal) cells. It typically occurs in adults, often women and it has a wide range of histopathological appearances. Of the various subtypes, meningothelial, fibrous and transitional meningiomas are the most common. Most meningiomas are WHO grade 1 tumors, and some are WHO grade 2 or 3 tumors. Most subtypes share a common clinical behavior, although some subtypes are more likely to recur and follow a more aggressive clinical course. (Adapted from WHO)",ncit:C3230,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Solitary Fibrous Tumor,"A localized neoplasm of probable fibroblastic derivation. It is characterized by the presence of round to spindle-shaped cells, hylanized stroma formation, thin-walled branching blood vessels, and thin bands of collagen.",ncit:C7634,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Hemangiomas and Vascular Malformations,,,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Hemangioblastoma,"A rare, slow-growing tumor of uncertain histogenesis. It affects the central nervous system and infrequently other sites. It is composed of stromal cells and abundant capillaries.",ncit:C3801,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Rhabdomyosarcoma,A rare aggressive malignant mesenchymal neoplasm arising from skeletal muscle. It usually occurs in children and young adults. Only a small percentage of tumors arise in the skeletal muscle of the extremities. The majority arise in other anatomic sites.,ncit:C3359,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Intracranial Mesenchymal Tumor  FET-CREB Fusion-Positive,"A provisional entity that refers to a group of neoplasms with a broad morphological spectrum, characterized by fusion of a FET family gene (usually EWSR1 and rarely FUS) with a member of the CREB family of transcription factors (CREB1, ATF1, or CREM). It includes entities previously termed intracranial angiomatoid fibrous histiocytoma or intracranial myxoid mesenchymal tumor. It is usually located in the supratentorial brain and mostly affects children and young adults. There is a spectrum of clinical behaviors ranging from slowly growing tumors to rapid recurrences, and rarely metastases.",ncit:C186614,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,CIC-Rearranged Sarcoma,"An undifferentiated, high grade small round cell sarcoma affecting predominantly young adults. It is characterized by a recurrent translocation involving the CIC gene on chromosome 19 and either DUX4 gene on chromosome 4 or DUX4L gene on chromosome 10. The translocation results in either CIC-DUX4, t(4;19)(q35;q13) or CIC-DUX4L, t(10;19)(q26;q13) fusions.",ncit:C120224,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Primary Intracranial Sarcoma  DICER1-Mutant,A primary intracranial sarcoma composed of malignant pleomorphic or spindle neoplastic cells typically demonstrating myogenic and/or chondroid differentiation. Cytoplasmic eosinophilic globules and myxoid stroma formation are usually present. It is associated with mutations in the DICER1 gene.,ncit:C186610,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Ewing Sarcoma,"A small round cell tumor that lacks morphologic, immunohistochemical, and electron microscopic evidence of neuroectodermal differentiation. It represents one of the two ends of the spectrum called Ewing sarcoma/peripheral neuroectodermal tumor. It affects mostly males under age 20, and it can occur in soft tissue or bone. Pain and the presence of a mass are the most common clinical symptoms.",ncit:C4817,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Mesenchymal Chondrosarcoma,"A morphologic variant of chondrosarcoma arising from bone and soft tissue. It is characterized by the presence of malignant small round cells, biphasic growth pattern, and well differentiated hyaline cartilage. Clinical presentation includes pain and swelling. The clinical course is aggressive, with local recurrences and distant metastases.",ncit:C3737,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Chondrosarcoma,"A malignant cartilaginous matrix-producing mesenchymal neoplasm arising from the bone and soft tissue.  It usually affects middle-aged to elderly adults.  The pelvic bones, ribs, shoulder girdle, and long bones are the most common sites of involvement.  Most chondrosarcomas arise de novo, but some may develop in a preexisting benign cartilaginous lesion.",ncit:C2946,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Chordoma,"A malignant bone tumor arising from the remnants of the fetal notochord. Although it can occur at all ages, it is more frequently seen in middle-aged adults. The most frequent sites of involvement are the sacrococcygeal area, spheno-occipital area, and cervico-thoraco-lumbar spine. Chordomas tend to recur and may metastasize. The most common sites of metastasis are lung, bone, lymph nodes, and subcutaneous tissue.",ncit:C2947,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Primary Meningeal Melanocytic Neoplasm,"A benign, intermediate, or malignant circumscribed or diffuse neoplasm that arises from melanocytes in the leptomeninges.  It includes meningeal melanocytoma, meningeal melanoma, meningeal melanocytoma of intermediate grade, and meningeal melanocytosis.",ncit:C4661,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System,A diffuse large B-cell lymphoma arising from the central nervous system.,ncit:C71720,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Immunodeficiency-Related Central Nervous System Lymphoma,"A lymphoma that arises from the central nervous system in patients with acquired immunodeficiency conditions or rarely, hereditary immunodeficiency syndromes.",ncit:C186658,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Lymphomatoid Granulomatosis,"An angiocentric and angiodestructive lymphoproliferative disease involving extranodal sites, comprised of Epstein-Barr virus (EBV)-positive B-cells admixed with reactive T-cells.  Incidence is higher among adult males; patients with a history of immunodeficiency are at increased risk.  The most common site of involvement is the lung; other common sites include brain, kidney, liver, and skin.  Morphologically, three grades are recognized: grade I, II, and III.  Grade III lymphomatoid granulomatosis should be approached clinically as a subtype of diffuse large B-cell lymphoma.",ncit:C7930,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Intravascular Large B-Cell Lymphoma,"A rare extranodal B-cell non-Hodgkin lymphoma, characterized by the presence of lymphoma cells exclusively in the lumina of small vessels, particularly capillaries.  This is an extremely aggressive lymphoma which responds poorly to chemotherapy.  (WHO, 2001)",ncit:C4342,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Dural Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,"A rare, primary marginal zone lymphoma of mucosa-associated lymphoid tissue that arises from the meningeal dura.  The majority of cases have been described in middle aged women.  Radiologically, the lymphomatous dural infiltration mimics meningioma.",ncit:C95991,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Central Nervous System B-Cell Non-Hodgkin Lymphoma,"A B-cell non-Hodgkin lymphoma that arises from the brain, meninges, or spinal cord.",ncit:C147948,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Anaplastic Large Cell Lymphoma,"A peripheral (mature) T-cell lymphoma, consisting of usually large anaplastic, CD30 positive cells. The majority of cases are positive for the anaplastic large cell lymphoma (ALK) protein. The most frequently seen genetic alteration is a t(2;5) translocation. Majority of patients present with advanced disease. The most important prognostic indicator is ALK positivity, which has been associated with a favorable prognosis. (WHO, 2001)",ncit:C3720,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Central Nervous System Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma,A primary central nervous system non-Hodgkin lymphoma derived from mature or post-thymic T-cells or NK-cells.,ncit:C129600,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Erdheim-Chester Disease,"A very rare, multisystem non-Langerhans cell histiocytosis that predominantly affects adults.  It is characterized by the proliferation in the tissues of lipid-laden macrophages and the presence of multinucleated giant cells.  It results in sclerosis of the long bones and failure of the affected organs.  Patients may present with bone pain, exophthalmos, ataxia, liver failure, kidney failure, and hypopituitarism.",ncit:C53972,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Rosai-Dorfman Disease,"A rare disorder of unknown etiology characterized by distention of the lymph node sinuses and sinusoidal histiocytic infiltration. The histiocytes characteristically contain ingested lymphocytes. Patients present with cervical lymphadenopathy, fever, leukocytosis, and hypergammaglobulinemia. It can affect extranodal sites, including skin, bones, and the respiratory tract. It usually regresses spontaneously.",ncit:C36075,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Juvenile Xanthogranuloma,"A benign histiocytic tumor that occurs during childhood; it is distinct from Langerhans cell histiocytosis. It is characterized by the presence of lipid-laden, foamy histiocytes and Touton-type giant cells in the dermis.  The lesions usually develop during infancy. They consist of cutaneous papules and nodules (most often in the head and neck). It is sometimes associated with deep soft tissues nodules.",ncit:C3451,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Langerhans Cell Histiocytosis,"A neoplastic proliferation of Langerhans cells which contain Birbeck granules by ultrastructural examination. Three major overlapping syndromes are recognized: eosinophilic granuloma, Letterer-Siwe disease, and Hand-Schuller-Christian disease. The clinical course is generally related to the number of organs affected at presentation. (WHO, 2001)",ncit:C3107,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Histiocytic Sarcoma,"An aggressive malignant neoplasm with a poor response to therapy, usually presenting as stage III/IV disease. It is characterized by the presence of neoplastic cells with morphologic and immunophenotypic characteristics similar to those seen in mature histiocytes.",ncit:C27349,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Pineocytoma,"A WHO grade 1 slow growing tumor, more frequently affecting young adults. It is composed of small, uniform, mature cells resembling pineocytes with occasional large pineocytomatous rosettes. It may show a wide range of divergent phenotypes, including neuronal, glial, melanocytic, photoreceptor and mesenchymal differentiation. Pineocytoma generally has a relatively favorable prognosis. (Adapted from WHO)",ncit:C6966,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Pineal Parenchymal Tumor of Intermediate Differentiation,"A WHO grade 2 or 3 pineal parenchymal neoplasm of intermediate-grade malignancy, affecting all ages.  It is composed of diffuse sheets or large lobules of uniform cells with mild to moderate nuclear atypia and low to moderate level mitotic activity.  (Adapted from WHO)",ncit:C6967,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Papillary Tumor of the Pineal Region,A rare tumor that arises from the pineal region and affects adults.  It is characterized by the presence of neuroepithelial cells and a papillary architecture.  Electron microscopic studies suggest ependymal differentiation.  The clinical course is variable.,ncit:C92624,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Desmoplastic Myxoid Tumor of the Pineal Region  SMARCB1-Mutant,A SMARCB1-deficient tumor of the brain arising in the pineal region. It is characterized by the presence of spindled and epithelioid cells with low-grade morphology that are embedded in a desmoplastic stroma alternating with various extents of loose myxoid matrix.,ncit:C178507,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Posterior Pituitary Gland Neoplasm,"A low-grade neoplasm that arises from the neurohypophysis. It includes pituicytoma, granular cell tumor of the sellar region, spindle cell oncocytoma, and ependymal pituicytoma.",ncit:C7157,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Pituitary Neuroendocrine Tumor,"A well-differentiated neuroendocrine neoplasm that arises from the adenohypophysial cells of the anterior lobe of the pituitary gland. The tumor can be hormonally functioning or not. It has a low frequency of metastatic spread. When metastatic, the term metastatic pituitary neuroendocrine tumor is endorsed instead of pituitary carcinoma. (WHO)",ncit:C3329,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Pituitary Gland Blastoma,"A rare developmental early childhood neoplasm, arising within the fetal anterior pituitary. It is associated with DICER1 mutations. Patients present with features of Cushing disease, with elevated blood ACTH levels and hypercortisolism. Ophthalmoplegia is a frequent symptom. The overall prognosis is poor. (WHO)",ncit:C155304,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Schwannoma,"A benign, usually encapsulated slow growing tumor composed of Schwann cells. It affects peripheral and cranial nerves. It recurs infrequently and only rare cases associated with malignant transformation have been reported.
",ncit:C3269,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Neurofibroma,"An intraneural or extraneural neoplasm arising from nerve tissues and neural sheaths. It is composed of perineurial-like fibroblasts and Schwann cells. It usually presents as a localized cutaneous lesion and less often as a circumscribed peripheral nerve mass. Patients with neurofibromatosis type 1 present with multiple masses. Neurofibromas which arise from major nerves and plexiform neurofibromas are precursor lesions to malignant peripheral nerve sheath tumors.
",ncit:C3272,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Perineurioma,"A rare benign tumor composed entirely of neoplastic perineurial cells. It may occur in the soft tissues, intraneurally or in mucosal sites.",ncit:C4973,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Hybrid Nerve Sheath Tumor,"A benign nerve sheath tumor characterized by the combination of histologic features seen in schwannomas, neurofibromas, and perineuriomas.",ncit:C121686,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Malignant Melanotic Nerve Sheath Tumor,A rare variant of malignant peripheral nerve sheath tumor.  It is characterized by the presence of malignant cells that contain melanin.,ncit:C4748,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Malignant Peripheral Nerve Sheath Tumor,"An uncommon, highly aggressive malignant tumor, arising from the peripheral nerves and affecting mostly adults in their third to sixth decades of life.  It usually occurs in medium-sized and large nerves of the buttock, thigh, upper arm, or the paraspinal region. It may be associated with neurofibromatosis 1 (NF1).",ncit:C3798,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,Paraganglioma,"A neoplasm arising from paraganglia located along the sympathetic or parasympathetic nerves. Infrequently, it may arise outside the usual distribution of the sympathetic and parasympathetic paraganglia. Tumors arising from the adrenal gland medulla are called pheochromocytomas. Morphologically, paragangliomas usually display a nesting (Zellballen) growth pattern. There are no reliable morphologic criteria to distinguish between benign and malignant paragangliomas. The only definitive indicator of malignancy is the presence of regional or distant metastases.",ncit:C3308,"DIAGNOSIS_CATEGORY = ""Other""",New PD,
PD,,,,,,"Medulloblastoma, Classic",A medulloblastoma composed of malignant cells with hyperchromatic nucleus and scanty cytoplasm.  Homer Wright rosettes may be present.,ncit:C54039,"DIAGNOSIS_CATEGORY = ""Medulloblastoma""",,
PD,,,,,,"Medulloblastoma, Large Cell/Anaplastic",A medulloblastoma composed of sheets of large cells mixed with cells characterized by marked nuclear pleomorphism and high mitotic activity.,ncit:C129436,"DIAGNOSIS_CATEGORY = ""Medulloblastoma""",,
PD,,,,,,"Medulloblastoma, Nodular Desmoplastic","A medulloblastoma characterized by the presence of nodular, collagenous areas which do not contain reticulin, surrounded by hypercellular areas which contain an intercellular reticulin fiber network.",ncit:C4956,"DIAGNOSIS_CATEGORY = ""Medulloblastoma""",,
PD,,,,,,"Medulloblastoma, WNT-Activated",A molecular subtype of medulloblastoma associated with activation of the WNT pathway. TP53 mutations may be present or absent. WNT pathway activation in medulloblastomas is associated with good outcome.,ncit:C129440,"DIAGNOSIS_CATEGORY = ""Medulloblastoma""",,
PD,,,,,,"Medulloblastoma, SHH-Activated and TP53-Wildtype",Medulloblastoma associated with activation of the sonic hedgehog (SHH) pathway and the absence of TP53 mutations.,ncit:C129443,"DIAGNOSIS_CATEGORY = ""Medulloblastoma""",,
PD,,,,,,"Medulloblastoma, SHH-Activated and TP53-Mutant",Medulloblastoma associated with activation of the sonic hedgehog (SHH) pathway and the presence of TP53 mutations.,ncit:C129442,"DIAGNOSIS_CATEGORY = ""Medulloblastoma""",,
PD,,,,,,"Medulloblastoma, Non-WNT/Non-SHH",Medulloblastoma not associated with activation of the WNT pathway or sonic hedgehog (SHH) pathway. TP53 mutations are absent. This molecular subtype includes medulloblastomas numerically designated as group 3 and group 4.,ncit:C129444,"DIAGNOSIS_CATEGORY = ""Medulloblastoma""",,
PD,,,,,,"Medulloblastoma, Group 3",Medulloblastoma not associated with activation of the WNT pathway or sonic hedgehog (SHH) pathway. MYC amplifications may be present. TP53 mutations are absent. Patients in this group are usually young children. The overall survival is the worst among all the molecular groups.,ncit:C129445,"DIAGNOSIS_CATEGORY = ""Medulloblastoma""",,
PD,,,,,,"Medulloblastoma, Group 4",Medulloblastoma not associated with activation of the WNT pathway or sonic hedgehog (SHH) pathway. MYC amplifications are absent. TP53 mutations are absent. Chromosome 17 abnormalities may be present.,ncit:C129446,"DIAGNOSIS_CATEGORY = ""Medulloblastoma""",,
PD,,,,,,"Medulloblastoma, NOS or NEC","A malignant, invasive embryonal neoplasm arising from the cerebellum or posterior fossa. It occurs predominantly in children and has the tendency to metastasize via the cerebrospinal fluid pathways. Signs and symptoms include truncal ataxia, disturbed gait, lethargy, headache, and vomiting. There are four histologic variants: classic medulloblastoma, large cell/anaplastic medulloblastoma, desmoplastic/nodular medulloblastoma, and medulloblastoma with extensive nodularity.",ncit:C3222,"DIAGNOSIS_CATEGORY = ""Medulloblastoma""",,
PD,,,,,,"Pineoblastoma, MiRNA1","Pineoblastoma characterized by alterations in genes involved in miRNA biogenesis (DICER1, DROSHA, and DGCR8). It may manifest as a sporadic tumor or part of DICER1 syndrome. It affects children.",ncit:C201967,"DIAGNOSIS_CATEGORY = ""Other CNS Embryonal tumors""",,
PD,,,,,,"Pineoblastoma, MiRNA2","Pineoblastoma characterized by alterations in genes involved in miRNA biogenesis (DICER1, DROSHA, and DGCR8). It may manifest as a sporadic tumor or part of DICER1 syndrome. It affects older children and follows a more favorable course.",ncit:C201968,"DIAGNOSIS_CATEGORY = ""Other CNS Embryonal tumors""",,
